X,Y
645570.735058447,5432417.845489515
618497.5592280135,5649371.338679243
514541.0311542722,5757773.183327384
623708.9624556729,5650630.915348925
670069.5234563411,5385867.096567113
610618.4252768639,5375686.962685295
565310.4035797771,5669314.210748069
542090.928867501,5558647.168747192
697606.1546063069,5715070.968914944
709534.7266780896,5450132.844865203
559666.6394739719,5459174.385088725
638768.9169669077,5588595.2972920295
644905.4651332424,5445403.667620892
733703.7035325243,5399802.846326948
504962.4901019256,5648281.0290786335
772498.4815524749,5437785.032641198
686914.5947324107,5647520.726011055
556479.7085920438,5468875.166787961
621383.1800147532,5560598.253021686
746434.7052477954,5400640.305393368
671212.230819637,5750335.656343255
725060.5790662492,5391298.2950822115
505425.0276598007,5620911.767992609
664367.4130111155,5577175.022408645
567825.1596405782,5490083.595696659
611996.4894320497,5631259.345627761
738600.3918046164,5404535.470382272
578955.4434086947,5385683.192373022
625959.4244277121,5463181.657730054
638227.4743162524,5584003.3947748495
530456.3406712117,5597216.8951218035
590421.1840023247,5756338.129054515
661525.7219453703,5726134.157084443
562937.0368672893,5651730.673734352
566348.5880992025,5692578.06903703
519405.0855606654,5733565.528089492
612529.2225806029,5501727.992506543
521372.7271290709,5534126.275427578
554266.6145422733,5535268.695666168
709641.3836342468,5478447.465768505
683430.5578631252,5484167.211566191
766743.9335717697,5425198.998452173
686496.8155369904,5634243.411821191
714527.9532883847,5438972.560049683
814750.7802262355,5395756.684593704
758208.5222241739,5420271.155966945
750478.6046363657,5522259.322135497
603186.3926222103,5411708.728454242
624461.084733515,5685999.76793419
698093.7573493008,5443419.4231771175
525716.136467847,5756171.329749778
611323.0897528937,5665410.612544376
750103.7555425,5385045.931332399
716789.2496411718,5416735.7323969565
558166.26962376,5601759.424412569
649488.8920738436,5488036.782515945
775980.3540148317,5450549.234281817
619369.8862882027,5382828.9621023405
543332.2944677044,5686868.340022111
525503.8667869456,5753068.766340978
590168.4317572024,5451552.398884326
534391.8400204682,5469645.637239642
735780.7087588587,5389319.593448365
688140.9535911606,5589296.5591162555
747084.348636369,5558580.739298562
678228.222589583,5593212.839019563
565226.970060498,5623485.275442259
614073.6556764819,5448890.225979477
563298.2291987522,5477409.188331265
749751.2591220497,5501889.377523078
780028.9893274496,5386385.1259693615
583333.59333578,5370511.792236165
746634.7904651496,5503260.097334249
537032.5075649449,5587459.212429346
661486.7560844803,5625894.671779609
667768.7256914914,5433752.427236095
699324.2261119944,5418702.143692262
537289.0408303966,5493630.782822509
552956.8492426744,5606060.260731729
791765.0926906434,5430630.603692074
489254.52987651917,5697604.03045419
605172.8231973841,5508880.815164087
651835.5758465754,5463959.090434549
624390.8961977537,5464068.418908146
589826.7817523578,5697410.393568304
513963.8130212845,5607006.353316041
609005.1794577191,5448592.664788377
658146.8342513056,5604292.3034490775
797996.1222719825,5387991.208252147
693481.335946253,5692988.279290976
733353.28457753,5401094.182950686
628941.3244919656,5445290.95517117
621046.6261497007,5658834.756390277
581581.938248114,5450697.080173906
617010.5852120372,5478155.560269333
627003.0502591013,5372038.294455001
638594.6056425493,5596881.03914827
532421.6264162,5490355.628259451
629966.5138549214,5642722.760019857
585854.1788327094,5377116.014616367
784330.9752043709,5453606.385086125
663932.2778907458,5630754.712108494
644767.4502138122,5626596.696362339
540411.1534206168,5509141.938743898
524523.3490524692,5648710.855593499
606586.1717919538,5370708.627629459
818218.094764336,5403543.8619712945
740296.574082663,5405962.656310361
596824.6460177202,5709331.131040756
487361.4994466244,5610450.09121627
691967.2618166998,5381150.362930632
577864.189731252,5666346.468929803
531735.8698430337,5709636.203346959
540326.6116569309,5468628.670673339
667454.958999721,5405386.080340006
780109.3601829124,5481625.893335002
656471.5336965531,5390259.6858068425
549342.537942509,5511631.046886867
592921.6490844657,5648260.209938997
487025.005237117,5621373.116093747
654595.3981320548,5648746.846276698
718518.5124233905,5453400.857502626
511332.2263995218,5691815.764912857
763915.7218580234,5455990.298518356
581715.2617517207,5457721.616253288
695356.0752597472,5692203.132890962
490935.83997527225,5722664.219151784
535897.3560173812,5619683.450437844
656093.5983878993,5691459.541879689
705244.08355091,5495010.501638457
663198.1664001162,5713655.663472649
662572.1702621635,5508766.025115125
787538.0106275249,5459336.900121266
550859.2393022731,5740981.48614725
541513.669442501,5548206.697871647
547461.3603950791,5511790.534160979
745598.6703388345,5511865.570609322
627223.4836198033,5543238.329459465
577246.8073352828,5476828.184019264
583461.3007107382,5412751.737275768
674799.7665323911,5736516.822806763
720455.6749881385,5548580.737769572
547987.6070665164,5530424.326891998
745527.1324465151,5442600.370041033
748514.3547191396,5583135.82013328
654067.3374132996,5472369.825879216
508945.71233111277,5619951.215656141
707689.6791225538,5378632.992611719
558280.9690811496,5685940.65925603
669380.9351641301,5414161.968087851
630785.6966429809,5506698.652966171
545388.9996901222,5702577.615634069
706233.5091551449,5537709.03142409
736184.4800022753,5592881.877543429
551725.5632508859,5575147.7923694365
625588.4551230087,5547546.533376266
639349.3836815151,5485294.326587584
721801.5195464811,5610370.89772948
683390.9063265861,5687629.624528325
529889.8067944954,5743315.505366284
569752.6174412325,5670532.728176232
551962.3788542908,5717137.678123628
735559.7423369546,5521941.802541529
747115.9640003509,5409301.9083473105
581844.1601626074,5627529.7735689385
594485.1975807569,5588511.576565342
564133.9545213707,5628935.306300147
690716.05709774,5747265.732852941
686654.4059826466,5458496.005559633
513605.3189879428,5586243.572342271
721731.0894835731,5423291.486906725
522409.60700765986,5531698.238932038
564230.408615569,5489577.757182712
740463.9738711773,5530126.356124144
487228.1798854711,5703516.398119723
693482.8473583966,5380652.037371755
497055.9027726225,5590513.586446784
571065.5789293203,5464016.642132258
627335.4470145178,5538199.994721232
653340.6691709821,5744831.294926665
688102.6426962826,5578190.031065591
458924.10328244796,5727398.031274086
600706.4916883653,5749667.859846911
660519.8854637708,5607951.626654848
657750.8821380103,5399859.518152226
680699.18515153,5378626.65751181
508909.5847254404,5700536.37083883
540286.110210433,5672307.847256166
591349.0715398478,5718346.322010489
748524.8857384715,5409197.132965153
564534.9897021123,5723803.948345987
602238.1169980612,5638939.111133844
612605.8436441175,5458593.095489772
654629.8272665438,5505907.802759077
684377.5678559771,5617796.951320613
650468.7366862725,5391836.143877785
568613.7822934387,5441313.920462826
646858.6890457345,5479119.322705004
645428.9182651838,5493490.556419605
701312.469904496,5473866.395783659
478645.06599270436,5686754.47455679
602277.3606981686,5431433.244962542
655184.2387214797,5637762.01284483
771128.8077681615,5411819.258426581
661115.4424375953,5392014.963597838
728951.733699414,5423509.291121006
808061.7477384468,5385611.367127862
653240.2772920565,5758230.077879321
463355.6605885547,5748755.964529529
647351.7674415365,5447938.418180287
684894.920871238,5538802.1887423135
678029.5074785419,5517206.512373378
555091.8806397119,5583133.403520038
678393.5839221806,5714615.713682001
672411.1314240409,5718646.36099375
482932.4088713746,5695477.607218057
824659.6187813001,5440255.682598757
582757.0020528864,5445188.887393106
556478.6007626322,5490702.5940484125
598505.2207451614,5497671.878941381
691367.6126799718,5707830.943852315
587780.8692036807,5487682.808474984
737298.1678996701,5407900.013783729
625891.2708204091,5549942.000608071
531853.9891712693,5694585.885763729
572352.5056999938,5454622.599381738
647432.0750102472,5630372.24975959
677384.2437407253,5479558.122465102
530764.6062917243,5588228.811564445
686522.0993207765,5401619.331646968
516806.169427919,5631222.340938504
675097.3915748661,5724432.16649861
644685.1148753086,5710772.884819088
645537.92834729,5615651.132527654
588615.670332218,5467324.837910702
698383.4311894649,5376255.7928527
764519.9066836648,5410640.256231254
704880.150176831,5385307.568171129
793614.5034008808,5452837.144928673
653260.3355613291,5434747.316585021
537179.2178766439,5467755.152752927
570092.5374352663,5571857.328541253
571728.0981632728,5527905.970718529
550670.3332228438,5752289.650526263
522538.60615860636,5632550.568817506
593354.3899943717,5516252.792664016
759619.6218565638,5401565.04717945
597134.2520723963,5557757.839986529
487865.4759249217,5735279.14634959
562846.0321774593,5443293.614851108
571809.6509247721,5460524.767463737
525251.9177648337,5598897.631047705
500665.2523914073,5614012.154846903
649543.9472946466,5595172.714658506
503935.13311582897,5659745.324171147
764439.3057134205,5471236.965283483
557782.002008669,5468856.988277602
574852.1848851698,5682506.761133701
646533.3081974289,5561417.619504226
657008.5488682665,5679074.502238367
536824.997774058,5596181.961825393
620056.9029939811,5410083.255030554
617407.9493461503,5390646.07538226
687217.4775552681,5682029.302829608
796771.7382711509,5423257.110978955
675865.681542946,5611501.087336471
673989.2036074927,5732829.95344838
516949.3581949731,5549890.028519639
570423.7853805054,5710871.216727252
751715.7586588266,5379926.098180158
663926.7796207047,5472566.432196562
591349.317320694,5384441.599821137
523831.2300857211,5622489.290760713
505457.5276895809,5561854.713614503
744950.4213337873,5550551.012076527
628463.676236365,5664563.5736874575
543994.5197813794,5598240.846848515
652513.9406308215,5507611.958618598
603284.950637802,5481476.784765254
679499.4851628203,5732110.345216768
540356.1870087645,5685591.568488667
611844.4822266806,5724707.228383803
513532.0011816521,5562036.471854564
783687.4437598381,5457875.163836494
745172.755268285,5481755.5923641715
574490.7722950592,5421923.794025997
676232.7784246497,5620514.656742897
639738.0973465787,5712139.298278453
754526.6688119811,5437441.20169677
832478.9724812203,5412253.191196792
703175.4112186269,5500860.257787806
689509.8176162909,5735688.986494084
651111.359602789,5691588.86334754
629683.9351859319,5572584.079894478
516936.09796038544,5714085.834613416
502297.2325417164,5692059.971831983
788791.4417951804,5390089.2239549095
544743.6060588402,5604760.422446415
786292.369955329,5473946.9333666675
659655.9220072703,5503235.73239335
789807.5180733025,5385603.065562746
693411.0477079197,5395905.5266441675
776161.9956050869,5483650.557723606
551680.7494865857,5509840.487628125
547021.5417437927,5646507.053262472
571591.3022919402,5676774.53520483
468202.4168580658,5671483.8194921
749043.054737842,5431621.274823636
534098.2572377361,5542095.050692067
685556.7449884028,5407269.677368585
573695.8077908743,5581324.88884699
594749.2475486528,5391786.88592533
647618.7556784685,5434171.972472872
668092.8086426309,5475867.204350356
673409.1682802886,5518715.886703266
569062.1019117909,5366607.151598917
622064.4060864449,5570140.278557873
525951.6098733592,5546977.313687754
475087.89111375395,5730467.944276586
701403.0270221138,5482936.188983288
499354.2690811985,5591218.150920574
610406.9981397584,5396377.158875343
533020.0338875974,5500461.666744276
700272.2415342176,5469421.675022318
487160.0869712012,5677641.272477215
491606.50462924107,5605629.94156558
489767.1339991356,5689321.914437797
587889.5003952633,5376817.402895853
518146.33073215606,5712335.434484118
809768.3500246366,5385923.747784755
522518.89773020055,5554413.9986107815
683263.1503972017,5731152.914661063
486436.3960074588,5640450.611638112
543454.6043126814,5756010.045931453
651495.2017441569,5498521.57535528
727968.960466585,5393282.829688852
709522.7572857514,5384530.79969488
725402.7376475852,5436659.684356546
666283.0188630441,5747406.4637749195
553157.543154087,5450830.028677582
657899.1647623833,5439620.023709786
714018.1021394935,5628553.0897708945
710152.7744149482,5620283.016433423
574316.9952768884,5401709.954275537
594252.5759178029,5721660.15958911
732445.8791230225,5610453.519167617
746918.4834997236,5386705.703681219
680042.7040962398,5478886.95119247
767983.6791348631,5450143.690461306
578218.8301201224,5755229.15694011
774339.2601571961,5387208.156747067
701693.0106561179,5638730.623134725
510710.37844881066,5634466.309249356
611581.912027552,5424397.422430856
565263.6441109644,5755523.029180482
616814.6528506195,5401790.763621736
560707.6496950132,5638923.466534651
577803.5858185036,5496628.09788552
558578.67940511706,5425035.712565271
633472.3228194817,5581477.481763087
567722.9629479755,5621913.38674647
578649.3888820593,5510911.148216393
590887.6102717569,5549909.750302691
582284.0966725014,5494688.965211561
513616.4944946604,5637335.727163315
639140.4012805264,5388053.233002712
706449.4137781013,5603993.82586219
758676.0459481401,5437469.535447447
597357.2822649183,5526007.146947364
629068.4673698429,5691068.7412583195
499996.0470676973,5681703.0550740715
653392.5271658087,5396457.318069046
619809.512900508,5469729.5879622605
582061.2500115611,5560030.657380439
686503.693250734,5451394.864919653
718178.3859692961,5480893.121148305
619841.5684705392,5632284.046037227
445220.4286925177,5750321.29714532
699942.2024696962,5439711.914719913
648821.2778413356,5433692.901161319
649569.3570294448,5469838.571349964
748972.8839431211,5571453.638119948
687792.6721721624,5577506.622905472
585497.07358046,5408440.209273782
595313.9124949495,5443848.270553308
710342.5466928938,5409778.506190627
682154.6286700214,5566068.876887212
590220.7321368024,5639789.286951259
475662.0854887157,5744793.104654385
739356.9915683096,5468730.648201
496626.46823240357,5598063.483370695
496249.585766311,5601512.698854007
664936.7887742564,5697437.235657373
620870.4331338234,5653717.096699581
736700.5493339521,5514860.00906723
659446.0370956941,5735280.869755097
828087.314256228,5391791.850433491
628995.2331850643,5634102.235443095
501690.142646647,5591216.35612433
569176.9498336763,5415162.464277573
592109.1450200009,5547032.69072794
693167.8049716977,5729532.059739657
727030.7150664343,5570637.909713037
548843.720475761,5450474.057259962
740934.3619950523,5545491.673373928
535791.1067939069,5634313.40087084
590605.3494890116,5728415.186805047
536841.7286126425,5737456.232169325
565608.8795696988,5711916.446573479
562654.2397033811,5601056.4320069635
762965.892077236,5506854.427829968
539839.6809984967,5511918.905285645
759987.1322808819,5400708.714646969
721178.6666851423,5568141.512815032
568006.5922808021,5443988.466504751
613717.7159379625,5431361.973363586
658988.2421017883,5545289.58772553
655018.7100421092,5467734.477682741
626933.5347416386,5411005.640278332
728432.7896966997,5423944.032648908
798608.4777285922,5451870.148934215
535004.9263871927,5670760.603084328
704324.4929066137,5620820.131357982
646935.5354515868,5721570.099806583
490611.5435091552,5738695.1139891725
494160.57753303536,5749610.340256634
769279.9488976543,5440581.902938778
476539.700727678,5668393.496650722
596922.022853517,5478883.274201529
697258.8740517341,5689404.3052360155
549404.278630577,5564433.20387999
637546.4834430321,5721565.44450495
559055.1720031211,5617988.739131216
636762.5906967905,5704735.7157497285
708600.6707571925,5470863.975270981
683018.0779475968,5499572.119119486
605251.8816308526,5672392.308937743
675478.8902389208,5715214.196120754
619809.9429391774,5695585.676601931
475237.22409071756,5687790.133352363
740775.1043065937,5460271.638082482
698926.0112379324,5586011.71040872
590562.04755185,5563448.160380855
665655.0220337285,5633821.215191327
629302.4010397963,5617874.796571258
510354.3440914093,5748147.452796231
818795.3115485897,5435179.0409343075
561371.4860196549,5401713.715628985
612846.718210818,5581099.3734211465
697326.0323970455,5426077.5623913035
649564.0324348519,5592199.486241318
570365.7050529423,5428178.036750563
695383.0845931469,5563100.692556776
712879.9138653071,5524056.210238259
557936.1884570415,5638994.795448593
696517.3673484749,5506033.069950663
613362.2928683391,5522689.6661412055
560944.7875421109,5706841.310830385
529934.8303388172,5527497.159023838
588255.2385830194,5504791.97805392
745872.5029861536,5468617.821305303
684473.1379068699,5442406.347221976
670093.1304524376,5653775.326241296
696627.5396243505,5661790.475493265
696188.6258698732,5586069.319881408
624780.6621866345,5409742.213752767
742648.9493056536,5392580.5412547905
756944.4974766755,5408544.501388488
656077.0837617605,5436618.166963134
724352.1483022161,5483942.339576963
759139.2826690051,5400339.66943267
520083.50180430355,5738371.500791022
823665.2742401797,5419411.670926243
743130.3187185407,5412679.494541994
517106.99003639026,5585257.47803773
527673.0840275963,5516697.601665788
536261.3517444734,5667973.2694300115
650688.916588719,5569198.892610284
668101.3396968413,5725624.393091951
779428.2468861386,5425161.672320602
593494.3908728389,5492390.2146725
673533.4480032425,5742730.907137873
551989.8398061049,5700411.897869193
630042.0137054326,5661756.175740149
769771.1996550489,5426981.170127321
654882.9856881173,5383587.90754994
717269.3162807005,5400812.53177408
596562.8481244673,5476748.299164706
646536.7270307873,5431169.931177484
652543.7596885259,5589352.46864302
724749.8031403945,5594479.646117314
666166.9288608332,5519143.810415798
474923.3712874645,5708544.73741881
453299.46858313936,5734774.758833969
634474.6214678788,5621959.33073356
643377.7880869,5556255.00545293
816370.0298831982,5441661.309628297
673582.6236772592,5442800.687388718
522353.49759556144,5743690.834529399
589432.7240916807,5457254.547877362
685558.3171973281,5581671.534021623
591022.7502089035,5574246.223317347
738269.5478571043,5507132.258498171
529588.4550960488,5616110.001732653
664607.1030780602,5756461.407149293
623049.0464859642,5728586.833780011
693762.0044965597,5569515.563703265
766500.0331720677,5435002.325401023
571446.426362319,5413316.72770711
502932.60300391656,5702237.467108486
597559.394940819,5549028.553830139
723792.1500795346,5571534.045249265
608212.9842158167,5395027.735951356
615270.6788430666,5381887.6929926835
583259.1512040226,5516967.987549717
514895.5191361932,5736187.306349062
618035.8938860835,5401228.683466901
615414.1356969534,5742557.831888179
489625.09362726385,5634007.665716365
662296.2116987109,5440944.656476399
695644.3491139514,5507484.950449817
672616.0839113909,5625949.619831386
821016.2363483441,5417079.0069352295
466821.37241559045,5681935.991732608
675000.8069647098,5690476.8017438
574779.1446068502,5507943.440253529
855183.0751573314,5408955.054888361
680919.8741492117,5397056.252403803
694937.4254046133,5734876.468738366
538412.922459858,5699589.14492657
706464.038620317,5415721.337645149
603794.3815004088,5737224.638411029
571818.2687129577,5670325.07064642
751295.6591220698,5489899.615695909
729783.4890751853,5455697.216727998
756747.2715755403,5466058.703413051
576722.7464430218,5412160.715445012
755970.2111010791,5532646.750613548
648951.1141411418,5638158.21147069
733422.1014507469,5563564.765833696
775002.6034676625,5416722.92015165
590323.4499594982,5562002.209268789
597197.9208276853,5408349.624916535
597201.7820458171,5713861.82832887
749829.3042412399,5544696.622889153
630817.3966659626,5523321.489986031
598198.0487404783,5370555.306546245
677161.5966924268,5566143.234295569
564540.8049246587,5620841.861925492
549646.3675766804,5431472.5770266205
586474.6802280794,5423725.351230147
598386.5402398058,5688858.207222399
574381.9660792943,5398758.967384819
466751.2516277787,5680515.326097153
700289.7750770685,5634679.382263349
737017.5935532504,5559921.821098134
639976.3459280537,5745805.521257193
567898.3803380162,5582911.142260618
507443.83542620594,5753760.480942126
654003.7106762643,5413826.357657974
639070.251339309,5594064.473011179
687853.8609167514,5570103.502208576
561283.9217429283,5710104.6386347
536195.2259069636,5522154.331017157
554994.190897612,5706203.114350313
521965.8776500763,5611904.167072581
612079.7959628293,5576483.770467309
494522.55783643876,5727472.683445228
608367.9238802905,5438894.52252244
546871.7255050385,5700500.668202535
464925.5137941092,5725907.088266084
629956.8270393659,5493534.445899047
728505.1793664559,5471902.307263255
655765.5060653782,5662871.589764573
657916.3163022473,5433708.4312225375
538580.4062848794,5753766.065795312
755553.6440025885,5422664.349642977
562820.3681544155,5501652.911346992
453664.9439752502,5756107.675340047
687037.2881366062,5723256.470724781
602692.8137423212,5416329.344583379
500560.55452335457,5619460.5487777535
682561.8959358844,5508453.386494796
595461.0208906953,5460447.074654395
845187.0795394791,5417210.657433871
697168.4200603979,5466047.466179877
560983.9256259662,5440383.916829845
525145.0166878107,5532383.368657696
666432.3615923926,5661781.821666382
503445.99582471495,5739672.551338886
608483.3273768622,5690653.8152598115
539269.3601877709,5746836.740303321
663318.7823388557,5759174.072072761
630919.3749673956,5602952.30318237
575249.0648237533,5433163.395054135
463058.07652684546,5757620.811759369
640223.7946395844,5633292.906166961
765238.0961611541,5403918.751014195
714201.890914381,5378449.439943409
513367.1435493536,5571890.830852479
472054.9537074783,5711504.5147539945
522229.84544894303,5738494.536562089
581689.3539190573,5432333.685562598
473130.31784514704,5727386.7467537485
578065.3719881452,5684605.199016993
714868.8137650571,5622984.208699883
538193.1038106435,5477660.271576723
581430.9338783969,5733227.890475482
581423.1117395611,5515292.5375742875
635492.256156339,5427393.802238416
521464.43471684656,5652088.45724391
605127.9309990106,5606285.875423815
505095.9313603911,5609444.88130595
652296.3455253372,5541505.317022517
577549.2327297945,5481452.604649085
608346.0975244069,5657201.401926031
730424.813472043,5478315.407625075
613756.335485444,5691024.391419023
743481.8558778241,5532077.709861869
531331.8731535308,5701888.879664218
779679.2087386632,5459791.715417992
517683.93728132837,5618187.241995005
744254.3419650791,5450624.273674108
576515.5906429528,5654201.24181336
818782.10733834,5423116.658076059
714943.0806651349,5459609.814948448
515988.4986744957,5617575.288878597
613664.7890195148,5577832.593837906
773460.7212428963,5469832.664962469
656126.2249911841,5433468.511979548
700585.039834929,5489591.798526271
524372.2660411813,5535905.3841089215
522089.13638134266,5545192.8804166205
666864.5520113023,5466316.197197085
755182.9795117839,5467317.305543976
584966.9769995073,5370275.239213616
638019.3052019052,5500366.847977951
689381.6351756954,5636081.967366712
588091.6541556787,5614947.218942348
594938.6375123654,5369673.106831444
526510.2779330057,5666625.85823443
663399.877775758,5659077.10853022
634667.802411803,5547085.331920533
582330.7112042765,5697656.902102706
552506.71578450175,5530041.403723249
580613.571777577,5563415.454775532
615702.7881304349,5479225.181459993
632716.9089042784,5511798.881909278
663763.3821486554,5685186.601037957
757883.3940041335,5438095.551711028
558590.3201213385,5741286.07656598
727743.2104999458,5602292.240253192
554883.333049836,5596140.605981123
586281.2872216606,5496936.536872156
657829.295150354,5475366.840015551
592810.495137688,5407211.765773244
552253.0646599991,5438889.065179
505634.33790691616,5736383.274749696
556953.8828199381,5665220.723856172
682683.341034828,5528052.04067404
522398.8252275406,5573194.919554587
630134.869480893,5528166.246901333
707146.7895914926,5504994.859672234
729784.0047065933,5546521.2347933855
702118.4132077226,5458808.379500644
591941.7510414179,5602069.5830327775
712750.6262927682,5428578.255429295
525245.8751249742,5700619.620993844
520486.80597073835,5610493.751711763
655737.7500520501,5722004.525964064
696817.3079598427,5453039.363882713
688362.8902716017,5387922.901300736
524022.88447018084,5547810.692810362
614216.79754909,5713596.129854007
558197.1135118566,5706986.004490249
683774.1865645926,5635058.392741328
541267.4398828169,5512451.386068197
579938.1069790693,5632324.08142886
669236.3131077596,5375069.336397265
567142.8742939014,5444165.21451346
538783.7639460714,5665705.990890101
602399.3615792958,5429711.35163286
766789.9003999471,5381822.660263341
716212.4667342921,5537970.501193776
601999.4182506546,5568671.500717692
507288.7531071676,5634901.603135484
696016.3295542087,5691495.253899818
522917.47593247,5513073.768672071
729604.4897587129,5463355.119188914
771577.9241771001,5418357.173899984
498082.1631341751,5747202.01349236
729505.6051419799,5439418.823637719
656527.0314058785,5606974.625653414
771409.8863336241,5416676.656746211
535280.4240985899,5736503.409168098
535726.487077353,5613729.819018411
579346.1985383894,5632630.825713481
704816.0886286828,5496190.002464961
770151.242101308,5428561.705106128
800770.5609960267,5416114.309336104
659959.5653086429,5554797.359415788
683122.8101564938,5569967.510674741
663581.2388293277,5398696.515669808
631013.7274226736,5557118.908623461
575339.0697903945,5737721.766519094
570778.1647374597,5564430.419825249
651871.4959546993,5549737.233851111
590835.5965500202,5511104.74039107
687990.90173894,5538159.184059316
541642.1076238252,5600733.813771209
606814.8571226634,5511327.770940879
637679.0197009398,5464611.028987476
659292.691531137,5419702.288356204
566690.0709647717,5614573.623580556
579434.1410831469,5587210.79097279
611253.1948261635,5505794.020828278
747620.7559440138,5474560.92314304
496927.862779094,5615174.271476994
693069.1528559679,5544013.093199184
669121.001947597,5389947.562469397
653613.6339598044,5653724.234025296
636768.7240130787,5536140.849434717
547195.1066994689,5675566.283323033
506928.5758537122,5623792.534457773
550808.9833960189,5424703.700099733
706926.5692270242,5465766.270855205
559335.8502020638,5536428.108924091
516091.0789263169,5709829.926067326
618881.5565775476,5707525.6789935185
668528.7952291911,5641771.358485479
742827.6620680114,5413469.889909135
614231.2730968194,5613750.555819505
775278.1827255962,5384846.982000509
524911.7902732515,5509917.401671246
490020.5382015554,5632095.815343685
760132.9380070181,5416720.419543894
785998.1076181254,5416948.59169873
656118.1452441418,5593606.439519393
699523.2815190151,5689640.912077612
804720.5035233952,5430218.076827118
830407.5419877734,5385693.658291843
621612.8504400745,5547493.65501187
672193.5465896851,5482893.532466031
666166.5689563352,5477689.316014826
654689.1315183969,5573975.407525025
490709.3137603039,5753949.98424915
671801.7640358788,5515657.617382748
736950.540512945,5520189.311105233
795047.0445849508,5468967.465074881
550207.5183444951,5661390.471078743
458324.5500095876,5751412.121016829
615864.0791911203,5370812.318902797
634113.878576106,5758346.361981848
523538.067381776,5674917.7192704
528327.1263641986,5698886.231639566
700148.7876515068,5619353.972711457
853166.4361553034,5405868.414557827
758002.932200606,5434927.821439259
618808.612370593,5509947.364621096
683095.4234888022,5511622.100229165
845266.5195609393,5399720.465280557
717993.4816875877,5427296.990971345
494654.0441567507,5600743.870941263
480286.05952527537,5704087.916571562
639624.5017761474,5623450.822143858
495566.5920230035,5676666.856262047
536255.5237608278,5573361.696135727
689537.8427539393,5517583.154629258
568798.8141861394,5526986.375873379
523823.42548042827,5753648.051019406
605754.7914680016,5647342.643289961
593746.7156730113,5453775.646083305
690556.7549010571,5617567.534151806
652967.1752436059,5719138.374268314
609995.3290209008,5702416.310288126
693261.9646617533,5502595.088756577
494154.185052309,5632260.845427726
619606.7083240317,5593872.719791964
600997.5828405346,5667041.86640979
521299.80813306844,5570450.914649634
660528.456150013,5572419.1591965025
662911.7354353892,5587848.806124071
808675.6510230197,5395321.982625103
512536.62683019834,5641507.611020095
539324.4341871021,5549193.839577656
674556.7607583696,5718624.344219304
674070.6513752325,5493356.963927323
575039.6237494336,5602825.743965645
509670.4346614201,5580581.742831843
671777.1046122162,5493205.24168382
492481.8449688302,5655262.618017901
591890.616175548,5621842.773947857
490745.39924397395,5753303.83956971
476016.17383035814,5735357.401544982
627069.6993016799,5593690.000996899
772411.065428998,5426585.035348332
738193.1082501959,5475431.041539602
633558.0344543463,5402518.891362609
622107.8254672189,5693670.600950319
597880.8629041032,5669649.823385907
634895.7722909652,5435377.780049917
621893.7085393918,5396627.946346035
560693.4247005736,5523704.779860293
668595.1593776355,5455294.793400275
596134.5916515802,5452347.135562654
561090.3648134461,5545792.220096205
738980.6840779241,5524097.321550857
561154.2929406707,5398090.87272175
494128.40379315027,5754026.228360126
630927.2124610499,5408694.381916578
593793.4110250815,5459168.169586699
718879.048543856,5569467.070257284
484764.27971008606,5724351.151168054
621221.8475583068,5371864.137212452
704544.5986286865,5563386.873365236
807433.2556124828,5457477.0930437595
563640.3178534143,5590252.96885802
573536.7107055181,5635835.57585424
665576.1151772193,5536595.527377873
499732.2186034344,5713078.991547992
619533.9989005532,5476903.322861794
611223.7363991984,5661639.767163823
753788.989608502,5425369.353953987
688104.9291117699,5705481.927702628
642095.0830613489,5752872.181275256
579908.8876930289,5444777.404157683
539748.8935586,5632898.826815603
568401.9541673205,5470992.649346286
563913.26458995,5546996.95386825
575949.073988533,5450180.128348593
534259.4402959476,5586210.137281855
610435.0676818823,5408051.303082893
580671.9307743479,5644349.882146375
506633.75586684694,5679447.270258797
572448.8074909915,5590415.6717512375
607618.4532136209,5607714.045918483
704784.5724485288,5616501.551496767
734064.8497995313,5436060.198583546
678285.461929582,5673539.020072412
636629.5898518717,5617155.760109529
698031.515139658,5592865.82474746
604385.0988014112,5665446.698261894
616123.6291596814,5546966.162841052
452573.67452799383,5735818.727290515
601282.6405864854,5436504.084841645
654915.1512318492,5583171.853227729
634531.4287979817,5414748.943186209
627698.5175100411,5658960.951937436
626374.6600144338,5529696.623815611
647181.0039102631,5599393.824084314
509304.03787644504,5667338.837983323
741303.0932311972,5427906.592793357
552281.4387047755,5468844.927750995
551293.6762971409,5591782.040867388
730551.518011349,5387639.745398754
716833.0961556495,5458484.546886377
566956.3482113536,5553524.234605819
648914.1160832533,5398342.773556743
577648.5561000939,5500622.384404618
686386.5644120463,5555663.310470084
655194.8523248358,5405159.74217272
658270.4846341949,5629800.472700328
563741.3455048286,5473775.859449564
617754.1293337255,5440622.256828776
621938.5595495019,5597180.668186784
670631.8936872485,5537239.503747677
735467.3565434415,5585963.6039078925
721309.9516290835,5524829.408257682
692681.3765610799,5579146.031506598
623093.7444666324,5667703.18898068
598489.1995481929,5423300.393545136
553892.8395594676,5588998.992865243
687685.6700438333,5655340.808170443
610829.2061628546,5551724.275781387
679159.0036804203,5589660.031621154
622837.6986129222,5376321.559545057
470140.31894407683,5715488.415484853
